bio01,bio02,bio03,bio04,bio05,bio06,bio07,bio08,bio09,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19,plot_ID
123,135,38,8007,297,-57,354,205,181,223,16,1283,132,82,12,365,276,345,309,21_51_15
112,132,40,6930,270,-52,322,109,118,199,20,1625,165,117,8,435,373,418,399,37_87_72
103,124,39,6866,254,-57,311,24,154,188,11,1952,200,135,9,540,439,474,512,37_113_21
113,133,41,6860,267,-51,318,35,164,198,21,1849,192,126,10,518,413,444,493,37_113_67
122,132,36,8364,303,-60,363,207,133,227,10,1205,132,72,16,355,255,338,273,21_11_32
124,129,37,7860,292,-54,346,202,182,221,17,1358,131,86,11,374,295,351,334,21_147_13
101,126,39,7089,257,-63,320,172,23,189,6,1356,133,97,10,378,299,375,302,47_19_69
126,142,42,7001,286,-45,331,46,133,213,32,1657,176,106,13,480,357,395,455,37_43_1
107,129,40,6966,262,-58,320,105,14,194,14,1447,143,103,9,391,323,382,323,37_111_32
110,132,41,6954,265,-56,321,31,161,196,17,1804,188,119,11,510,397,435,483,37_43_6
130,135,40,7308,296,-39,335,128,48,222,33,1325,129,97,9,358,295,352,301,37_111_2
116,137,42,6905,274,-51,325,37,123,202,24,1709,178,116,10,475,382,419,448,37_113_52
125,132,40,7134,284,-42,326,45,178,215,30,1652,178,106,13,484,356,393,450,13_291_14
113,126,39,7056,268,-51,319,33,165,201,19,1784,189,117,12,513,388,425,481,13_291_13
123,138,41,7110,283,-47,330,43,130,212,28,1627,174,103,13,473,349,394,441,13_291_8
117,129,40,7015,271,-48,319,37,169,204,23,1781,189,118,12,512,390,424,480,13_291_34
115,132,40,6978,272,-51,323,36,167,202,22,1770,187,116,12,508,387,423,478,13_291_38
138,134,41,6983,295,-28,323,59,145,225,45,1667,179,111,12,482,363,397,453,13_137_1
130,132,41,6911,285,-35,320,52,181,216,38,1783,188,122,11,507,396,424,480,13_137_15
144,131,40,7018,301,-21,322,64,150,231,50,1589,171,108,12,462,345,384,430,13_137_23
142,132,40,7030,301,-23,324,63,149,230,49,1612,173,109,12,466,350,390,435,13_137_16
165,130,39,7177,325,-1,326,85,170,255,70,1222,133,78,16,371,245,303,337,13_221_2
115,129,40,6970,269,-50,319,36,167,202,22,1805,191,120,11,517,396,430,486,13_291_12
114,128,40,6915,267,-49,316,35,166,200,22,1857,195,126,11,528,411,441,499,13_281_1
108,127,40,6936,261,-55,316,29,159,194,15,1884,196,127,10,531,417,452,503,13_281_10
130,137,42,6927,287,-38,325,51,182,216,37,1720,183,114,12,495,377,406,469,13_241_9
123,136,42,6922,279,-44,323,44,175,209,31,1773,188,118,12,509,390,418,483,13_241_24
119,135,41,6914,274,-48,322,40,170,204,26,1813,190,122,11,517,401,428,492,13_241_38
146,133,39,7595,311,-27,338,60,201,241,45,1426,164,87,17,429,288,319,394,13_129_25
131,135,41,6908,288,-35,323,53,182,218,39,1742,185,117,12,500,384,412,473,13_241_11
132,137,42,6954,290,-36,326,53,139,219,39,1712,182,113,12,493,374,405,467,13_241_140
102,130,38,7561,270,-67,337,179,19,197,1,1027,105,72,12,298,220,283,222,51_21_31
109,131,38,7683,278,-63,341,187,24,205,6,985,104,70,13,290,213,277,215,51_21_51
127,136,38,7921,305,-46,351,208,22,227,22,991,100,67,12,280,209,276,209,51_23_71
125,128,37,7853,298,-44,342,206,21,224,21,1055,104,73,11,291,226,287,226,51_23_75
116,137,38,7938,295,-58,353,198,11,216,11,1021,103,70,12,287,214,281,214,51_5_69
109,135,38,7905,286,-66,352,190,3,208,3,1053,106,72,11,296,222,288,222,51_17_15
103,133,37,7909,279,-72,351,184,-2,202,-2,1034,104,69,12,292,213,284,213,51_91_66
100,116,36,7497,256,-66,322,176,57,193,-1,1277,131,86,12,366,281,354,293,51_195_1
101,129,37,7917,276,-71,347,182,-4,201,-4,1109,110,79,10,307,239,299,239,51_17_8
95,123,36,7811,265,-74,339,176,-9,193,-9,1174,112,84,9,317,254,307,254,51_17_59
95,126,36,7857,266,-77,343,176,-10,193,-10,1157,113,83,9,318,251,309,251,51_17_75
109,125,36,7829,280,-61,341,189,5,208,5,1144,109,79,10,306,246,295,246,51_163_94
101,133,37,7962,276,-75,351,182,-6,200,-6,1107,113,77,11,311,238,304,238,51_17_14
105,121,34,8064,277,-70,347,199,-3,206,-3,1107,107,72,14,311,222,306,222,51_165_14
107,127,37,7769,278,-62,340,187,3,204,3,1080,105,75,11,298,227,291,227,51_23_87
130,136,39,7484,300,-41,341,206,45,224,31,1269,120,91,10,349,276,345,280,37_27_32
113,134,41,6966,269,-54,323,33,164,199,19,1772,185,116,11,504,388,426,478,37_43_6
95,120,38,6992,245,-65,310,15,147,182,2,1922,197,130,9,531,427,471,501,37_39_110
97,123,39,6925,248,-63,311,18,148,183,4,1866,189,129,8,505,424,466,476,37_173_40
111,131,40,6987,268,-55,323,109,34,199,18,1434,142,103,9,388,322,375,322,37_111_56
94,119,38,6926,243,-65,308,15,146,180,1,1957,199,135,9,536,440,481,507,37_113_78
85,121,35,7830,252,-87,339,164,-21,181,-21,1222,118,88,9,333,269,323,269,51_17_77
111,134,38,7935,287,-64,351,192,5,210,5,1056,106,74,11,295,224,287,224,51_17_38
117,127,37,7866,288,-54,342,197,12,216,12,1105,107,76,10,299,238,289,238,51_9_97
105,134,38,7886,281,-70,351,185,0,204,0,1043,105,70,12,293,217,285,217,51_91_88
101,129,37,7868,274,-71,345,181,-4,199,-4,1112,110,79,10,308,239,300,239,51_17_144
104,136,38,7958,280,-73,353,185,-3,203,-3,1064,109,75,11,301,231,296,231,51_5_101
117,135,38,7877,293,-56,349,197,12,216,12,977,99,68,12,277,206,272,206,51_45_78
87,113,36,7190,239,-74,313,159,-10,176,-10,1364,133,95,10,385,294,370,294,51_77_90
94,126,36,7903,266,-80,346,174,-12,193,-12,1076,105,72,11,299,222,292,222,51_15_194
106,133,36,8252,288,-76,364,190,-5,209,-5,939,95,58,16,278,178,275,178,51_171_34
93,124,35,8038,267,-83,350,174,-15,193,-15,1031,102,65,14,298,201,293,201,51_165_129
98,125,38,7319,258,-67,325,172,17,189,0,1206,120,85,10,342,263,325,264,51_173_33
97,128,36,7921,271,-78,349,178,-9,196,-9,1035,103,68,13,292,208,287,208,51_15_42
118,134,38,7875,295,-55,350,199,13,217,13,989,100,69,12,280,209,275,209,51_45_41
114,131,37,7856,289,-57,346,194,9,213,9,1009,100,70,11,282,213,277,213,51_45_39
121,132,37,7873,297,-51,348,202,16,220,16,986,98,69,11,277,209,272,209,51_45_16
81,117,34,7926,248,-91,339,161,-25,180,-25,1162,111,78,11,323,240,315,240,51_165_80
125,137,40,7305,287,-48,335,42,132,216,27,1438,149,84,13,403,295,370,380,47_9_14
123,133,40,7335,284,-48,332,39,177,214,24,1478,154,87,13,416,305,376,393,47_9_5
116,133,40,7274,276,-54,330,33,170,206,18,1559,163,94,13,440,326,391,415,47_9_3
108,132,38,7682,279,-62,341,186,5,204,5,985,100,66,13,282,203,272,203,51_121_26
104,126,39,7132,262,-61,323,176,25,193,9,1346,132,96,10,376,295,373,297,47_19_2
107,133,39,7574,277,-63,340,184,23,202,6,1047,108,75,12,305,227,292,231,51_197_6
95,121,36,7617,258,-74,332,173,-7,190,-7,1062,109,74,12,307,228,291,228,51_71_50
105,133,39,7617,275,-66,341,183,21,201,3,1008,103,69,12,293,214,279,215,51_197_79
123,127,37,7830,296,-46,342,204,19,222,19,1054,103,73,11,290,226,286,226,51_23_46
95,119,37,7131,248,-67,315,166,16,183,-1,1360,135,96,11,385,297,380,298,47_19_3
103,124,38,7254,261,-62,323,177,61,194,6,1289,130,93,11,366,282,359,289,47_19_7
99,124,38,7070,254,-65,319,170,21,187,4,1368,133,98,11,381,302,377,305,47_171_30
99,123,38,7120,255,-65,320,171,21,188,4,1351,134,96,11,380,296,377,299,47_19_4
116,131,39,7341,278,-53,331,189,72,207,18,1231,125,86,11,349,268,342,281,47_19_6
110,130,39,7200,270,-57,327,183,68,200,14,1292,127,94,11,361,286,356,290,47_19_5
122,133,39,7441,288,-48,336,197,128,215,23,1163,121,69,14,330,240,324,276,47_29_5
128,135,39,7515,295,-43,338,205,135,223,29,1191,124,68,15,341,241,331,287,47_29_6
131,136,40,7494,299,-41,340,207,137,225,32,1206,124,68,15,345,242,334,293,47_29_7
133,136,40,7493,300,-40,340,209,139,227,34,1197,124,68,15,343,241,333,289,47_29_8
120,133,39,7420,284,-50,334,195,75,212,21,1146,121,70,14,327,237,323,268,47_59_5
107,127,38,7338,268,-60,328,181,25,198,8,1248,124,89,11,356,273,345,275,47_91_1
99,121,37,7266,256,-65,321,173,19,190,2,1304,130,93,11,371,286,362,287,47_91_2
95,119,37,7184,249,-68,317,167,16,184,-1,1339,133,95,11,380,293,373,294,47_91_3
109,128,39,7299,270,-58,328,183,28,200,12,1266,127,91,11,359,278,352,282,47_91_5
98,122,38,7144,255,-64,319,171,20,188,3,1369,134,96,11,384,297,379,298,47_91_4
136,134,39,7478,301,-35,336,51,192,229,36,1446,153,85,15,415,294,364,392,47_123_3
131,135,40,7429,296,-40,336,47,186,224,32,1487,158,88,14,428,305,371,404,47_123_4
127,135,40,7389,290,-44,334,43,181,219,28,1521,161,90,14,437,314,379,412,47_123_5
95,119,37,7163,247,-67,314,13,148,184,-1,1828,188,119,10,507,398,449,478,47_123_2
130,137,40,7394,294,-41,335,46,185,222,31,1507,160,89,14,435,311,375,410,47_123_6
127,137,40,7380,291,-44,335,43,181,218,28,1534,163,91,14,443,318,380,417,47_123_7
97,120,37,7140,250,-66,316,15,149,186,1,1827,189,119,11,509,397,446,480,47_123_8
122,135,40,7319,285,-48,333,39,177,213,25,1578,167,96,13,455,331,388,428,47_123_9
116,131,39,7295,277,-52,329,33,170,207,19,1629,172,100,13,466,343,398,439,47_123_10
130,136,40,7495,297,-41,338,45,185,223,30,1521,163,92,14,440,317,370,414,47_123_11
126,132,39,7516,292,-44,336,41,181,220,26,1557,167,95,14,449,325,373,423,47_139_8
134,138,40,7509,303,-38,341,49,189,228,34,1500,161,90,14,436,313,363,410,47_139_4
127,135,40,7406,293,-43,336,43,181,220,29,1554,166,94,14,451,326,377,423,47_139_5
120,127,38,7439,281,-48,329,35,174,213,20,1622,173,101,13,465,341,386,438,47_139_9
130,137,40,7438,298,-39,337,46,185,223,32,1537,165,93,14,448,322,371,420,47_139_6
117,129,39,7356,278,-50,328,33,171,209,19,1661,176,104,13,477,352,399,448,47_139_7
141,137,40,7589,310,-32,342,56,197,236,40,1455,157,90,14,423,304,343,400,47_139_10
138,136,40,7545,306,-34,340,53,193,232,37,1485,160,91,14,433,310,351,408,47_139_11
131,136,40,7424,298,-39,337,47,186,224,32,1547,166,94,14,452,325,372,423,47_139_3
136,134,39,7543,303,-35,338,51,191,230,35,1506,162,93,14,439,315,356,413,47_139_12
134,134,39,7509,301,-36,337,50,189,228,34,1524,164,94,14,445,319,360,418,47_139_13
108,127,38,7371,270,-58,328,183,65,200,10,1235,125,89,11,354,272,344,275,47_163_1
114,129,39,7397,276,-54,330,189,70,207,15,1217,124,85,12,348,265,339,277,47_163_2
112,131,39,7248,272,-56,328,184,69,202,15,1236,126,84,12,351,267,344,283,47_171_2
115,133,40,7280,277,-54,331,188,72,206,18,1209,125,80,13,345,257,339,276,47_171_3
115,134,40,7238,276,-54,330,188,72,205,18,1205,123,81,12,341,257,336,275,47_171_4
92,119,38,7016,243,-69,312,163,52,180,-1,1469,142,106,10,403,329,399,332,47_171_5
123,135,40,7439,288,-48,336,198,78,216,24,1167,125,74,14,340,245,331,270,47_179_1
126,135,39,7510,293,-46,339,202,81,220,26,1125,123,69,15,328,233,321,261,47_179_2
121,134,39,7446,287,-50,337,196,76,214,22,1149,123,72,14,332,239,326,265,47_179_3
97,125,37,7653,263,-72,335,175,-6,192,-6,1029,106,71,12,297,218,285,218,51_71_42
109,132,38,7859,283,-64,347,189,4,207,4,1032,103,72,11,289,219,284,219,51_45_5
94,124,35,8168,269,-84,353,176,-16,195,-16,1018,102,63,15,297,196,291,196,51_171_100
105,133,37,8081,285,-73,358,187,-3,206,-3,935,96,58,17,276,178,275,178,51_165_159
116,132,38,7881,292,-55,347,197,12,215,12,1030,102,71,11,287,218,282,218,51_23_10
119,134,38,7871,295,-54,349,200,14,218,14,1044,103,71,11,289,220,281,220,51_5_18
111,123,36,7799,280,-57,337,192,8,210,8,1140,109,79,10,307,245,297,245,51_163_57
109,132,38,7773,282,-62,344,188,5,207,5,985,99,68,12,280,206,273,206,51_45_89
84,118,34,7903,252,-88,340,164,-23,182,-23,1147,110,77,11,318,237,310,237,51_165_12
109,133,38,7898,285,-65,350,190,4,208,4,1038,104,70,12,291,215,282,215,51_15_219
118,131,37,7838,293,-52,345,199,14,217,14,1014,100,71,11,282,215,278,215,51_45_69
102,129,37,7894,276,-70,346,183,-3,201,-3,1072,105,72,12,296,222,287,222,51_15_158
107,125,39,6920,260,-55,315,105,112,193,14,1750,174,133,8,465,413,452,420,37_175_54
119,132,40,6977,276,-46,322,117,125,207,27,1868,187,141,8,495,442,470,461,37_175_37
113,132,40,7274,275,-55,330,186,69,204,17,1196,121,76,13,335,251,333,278,37_115_40
104,126,40,6851,256,-57,313,25,111,188,12,1886,191,133,8,510,432,469,483,37_113_24
114,130,41,6816,267,-48,315,36,164,198,23,1951,199,140,9,532,447,474,508,37_113_19
83,114,37,7002,232,-75,307,81,91,170,-10,1810,180,126,8,487,414,465,444,37_173_77
83,113,37,6941,231,-74,305,81,90,169,-10,1855,183,133,7,495,431,477,452,37_173_78
110,132,40,6975,266,-57,323,107,32,197,17,1423,141,102,9,386,319,372,320,37_111_31
116,141,42,7071,277,-55,332,36,124,204,21,1518,159,94,12,428,323,379,402,37_173_81
107,125,38,7144,264,-57,321,179,11,196,11,1415,134,100,10,387,309,382,309,37_11_6
89,114,37,6891,236,-66,302,11,140,175,-2,2057,207,146,8,557,470,508,526,37_113_42
115,134,41,6893,271,-50,321,36,166,200,22,1822,188,126,10,505,412,442,480,37_113_60
123,140,41,7174,285,-49,334,42,131,212,27,1562,164,94,13,450,325,387,426,37_75_27
100,125,39,7064,255,-64,319,171,22,188,6,1374,132,98,10,380,305,376,308,37_121_30
91,120,38,7037,243,-70,313,11,143,179,-3,1824,185,122,9,496,406,456,467,37_173_18
120,131,39,7299,285,-47,332,195,38,212,23,1346,129,96,9,367,295,361,296,37_27_45
109,128,39,7062,266,-57,323,105,30,197,14,1438,139,103,9,388,319,383,319,37_111_65
102,127,40,6975,255,-62,317,22,153,188,8,1822,187,122,10,504,405,448,477,37_113_28
96,121,39,6940,246,-64,310,16,147,182,3,1919,195,131,9,526,430,472,498,37_113_12
103,126,40,6917,255,-59,314,24,155,189,11,1900,196,129,10,529,424,461,501,37_113_177
102,126,39,6966,255,-61,316,23,154,189,9,1846,191,122,10,517,406,449,489,37_43_3
131,141,41,7299,297,-40,337,48,138,222,34,1513,162,91,14,443,315,375,412,37_39_44
113,132,40,7253,273,-56,329,31,167,203,16,1627,170,100,12,461,343,402,436,37_75_26
82,108,36,6899,226,-73,299,79,41,168,-10,2000,195,152,6,529,477,513,480,37_87_49
84,111,37,6881,229,-71,300,82,91,170,-8,1956,192,145,7,519,461,501,475,37_99_55
102,126,40,6916,254,-60,314,23,154,188,10,1884,194,127,10,524,419,459,496,37_113_61
106,132,40,7105,264,-61,325,25,159,194,11,1630,169,103,11,454,353,407,427,37_173_26
122,129,37,7868,294,-49,343,203,18,222,18,1081,106,74,10,295,233,285,233,51_9_47
135,136,40,7490,301,-38,339,50,190,228,35,1470,157,87,14,424,302,364,400,47_123_112
98,123,38,7078,254,-65,319,170,21,187,4,1385,136,98,11,387,302,386,304,47_19_51
132,133,39,7453,298,-37,335,48,187,225,33,1545,166,96,14,451,324,366,423,47_139_73
98,125,39,7094,253,-66,319,17,106,186,3,1668,170,109,10,454,368,422,426,47_155_57
114,124,38,7321,273,-51,324,31,168,206,17,1702,181,108,13,489,360,404,459,47_139_45
90,115,36,7182,242,-71,313,162,-7,179,-7,1364,132,95,10,386,295,373,295,47_91_6
123,134,39,7613,291,-48,339,201,77,219,22,1149,118,81,12,331,250,321,261,47_163_4
125,134,39,7583,293,-46,339,203,79,220,24,1150,118,79,12,330,249,321,264,47_163_10
104,124,38,7270,262,-61,323,177,61,194,6,1286,129,93,11,365,283,358,287,47_19_9
127,134,39,7500,294,-44,338,203,81,221,27,1136,122,67,15,327,233,321,266,47_29_11
119,133,40,7340,280,-51,331,36,174,210,21,1573,165,95,13,448,328,391,424,47_123_17
113,131,39,7280,272,-56,328,30,167,204,16,1647,173,102,12,468,348,405,441,47_123_24
118,133,40,7284,279,-51,330,35,172,208,20,1620,171,99,13,465,341,397,438,47_123_38
118,132,39,7392,282,-51,333,192,73,211,20,1172,121,71,14,331,244,327,276,47_59_14
124,135,40,7360,286,-47,333,40,179,215,25,1543,163,92,14,442,320,385,417,47_123_22
134,137,40,7505,302,-37,339,50,190,228,34,1496,161,91,14,435,312,359,410,47_139_18
116,133,40,7307,278,-53,331,190,73,207,19,1186,124,76,13,339,250,334,274,47_171_21
105,125,38,7268,264,-60,324,179,63,196,8,1277,129,92,11,363,280,356,287,47_19_11
116,132,39,7297,278,-53,331,33,170,207,19,1616,170,99,13,462,340,398,436,47_123_28
117,133,40,7271,278,-52,330,35,172,208,20,1615,170,99,13,463,340,397,437,47_123_30
138,137,40,7595,307,-35,342,53,194,233,37,1457,158,88,15,423,300,347,401,47_107_2
133,136,40,7360,296,-38,334,49,141,224,35,1469,155,86,14,420,299,373,396,47_123_122
91,124,36,7869,262,-81,343,171,-14,189,-14,1113,108,76,10,305,234,297,234,51_15_76
105,132,37,7922,281,-70,351,185,-1,204,-1,1004,101,66,13,284,202,279,202,51_15_109
81,117,34,7861,248,-90,338,161,-25,179,-25,1190,113,82,10,326,252,317,252,51_15_50
109,134,37,7950,288,-66,354,202,3,209,3,956,98,61,15,277,188,273,188,51_15_18
80,118,35,7870,244,-93,337,160,-27,176,-27,1306,127,95,8,357,293,347,293,51_17_29
98,129,37,7901,272,-76,348,179,-7,197,-7,1084,107,75,11,300,229,291,229,51_17_55
100,120,35,7826,268,-69,337,108,-4,199,-4,1230,121,85,11,337,265,311,265,51_9_75
91,112,32,8126,258,-83,341,173,-18,192,-18,1153,113,74,14,324,229,315,229,51_157_2
82,106,31,8010,244,-88,332,94,-25,182,-25,1249,122,81,13,355,251,331,251,51_113_30
87,110,32,7955,251,-83,334,98,-20,186,-20,1233,120,81,13,347,251,326,251,51_79_1
81,116,34,7778,245,-88,333,161,-23,177,-23,1285,123,93,9,350,282,339,282,51_5_41
110,131,37,7876,284,-63,347,190,5,208,5,1058,105,74,11,294,225,288,225,51_5_59
119,127,37,7832,290,-52,342,199,15,218,15,1101,106,76,10,298,238,287,238,51_9_18
113,126,35,8127,288,-66,354,195,4,214,4,1084,106,71,14,306,218,303,218,51_113_2
112,131,39,7439,277,-56,333,188,29,205,13,1199,120,86,11,344,262,332,265,51_191_72
87,118,35,7619,248,-81,329,165,-16,181,-16,1141,115,80,11,325,244,311,244,51_71_52
81,117,34,7876,247,-90,337,161,-25,178,-25,1184,113,81,10,326,249,317,249,51_15_125
99,126,38,7377,261,-67,328,174,17,191,0,1148,115,82,11,329,250,313,253,51_173_32
112,120,36,7595,271,-56,327,189,67,206,9,1204,125,80,12,345,264,333,277,51_195_2
113,135,38,7883,290,-61,351,194,9,213,9,1030,103,69,12,288,214,279,214,51_15_105
87,121,35,7931,257,-86,343,167,-20,185,-20,1092,106,72,12,308,221,301,221,51_165_46
94,122,36,7652,259,-73,332,172,-9,189,-9,1135,110,78,11,314,237,305,237,51_45_73
106,131,38,7661,276,-65,341,185,22,202,4,991,104,71,13,290,214,277,216,51_21_67
110,136,39,7670,282,-63,345,188,25,206,7,1006,105,71,13,294,215,282,218,51_197_91
93,122,37,7358,253,-71,324,168,-5,185,-5,1208,121,83,11,341,258,322,258,51_197_97
102,129,38,7404,267,-65,332,178,20,195,3,1143,115,80,11,326,247,309,248,51_173_81
105,131,39,7495,271,-64,335,181,21,199,4,1095,112,79,12,318,238,304,243,51_173_84
108,119,36,7534,266,-60,326,184,64,201,6,1221,127,82,12,351,267,339,280,51_169_93
115,123,37,7649,278,-53,331,193,123,210,13,1201,123,76,12,340,257,327,289,51_169_100
115,124,37,7688,279,-54,333,192,123,210,11,1220,124,77,12,344,260,331,297,51_195_85
115,132,36,8202,296,-65,361,210,6,218,6,985,99,63,15,287,194,284,194,51_139_60
92,118,33,8148,264,-84,348,175,-17,194,-17,1073,107,68,14,308,210,300,210,51_171_88
94,119,34,8103,266,-81,347,177,-15,195,-15,1081,106,69,14,306,213,300,213,51_139_57
113,133,38,7865,287,-60,347,193,8,211,8,1011,101,71,11,285,214,279,214,51_45_59
105,136,38,7941,282,-71,353,186,-1,204,-1,1040,107,74,12,296,224,291,224,51_5_104
114,130,37,7824,287,-57,344,194,9,212,9,1046,103,73,11,290,221,285,221,51_23_113
99,126,38,7377,261,-67,328,174,17,191,0,1148,115,82,11,329,250,313,253,51_173_32
77,105,34,7139,223,-81,304,149,-19,165,-19,1457,141,100,10,411,312,397,312,51_77_42
105,133,37,8072,285,-73,358,187,-3,206,-3,933,96,58,17,276,177,274,177,51_165_38
111,127,36,7899,284,-61,345,203,6,211,6,1119,108,77,11,305,236,295,236,51_15_44
100,120,35,7824,268,-69,337,109,-4,198,-4,1228,121,85,11,337,264,310,264,51_125_22
95,121,37,7484,257,-70,327,171,51,189,-5,1105,113,80,12,321,243,305,248,51_21_79
103,128,38,7514,268,-65,333,179,59,197,2,1100,114,79,12,321,240,308,247,51_185_97
103,130,38,7480,269,-65,334,179,20,196,3,1085,111,78,12,315,236,301,240,51_197_100
93,119,37,7239,249,-70,319,166,-5,183,-5,1268,125,89,10,358,276,342,276,51_77_83
98,123,38,7284,257,-66,323,172,18,189,0,1247,123,89,10,355,273,340,275,51_173_98
96,120,37,7235,252,-67,319,169,15,186,-2,1295,126,91,10,367,283,353,283,51_191_110
112,123,36,7715,276,-60,336,190,120,207,8,1207,124,81,12,347,267,334,277,51_195_82
118,134,38,7881,295,-54,349,199,13,217,13,991,99,69,11,279,210,274,210,51_45_61
101,128,35,8340,282,-81,363,186,-10,206,-10,958,97,59,16,284,181,278,181,51_69_67
92,117,34,7822,258,-77,335,101,-13,189,-13,1245,122,86,11,342,266,318,266,51_15_177
94,117,35,7796,260,-74,334,103,-10,192,-10,1264,124,88,10,347,273,318,273,51_9_92
106,130,39,7423,270,-63,333,181,23,198,6,1151,115,83,11,331,251,316,256,51_173_31
117,125,36,7790,287,-52,339,197,13,215,13,1098,106,76,10,299,235,292,235,51_23_98
94,125,35,8164,271,-83,354,178,-15,196,-15,1011,102,63,15,295,195,289,195,51_171_101
105,133,36,8140,286,-74,360,189,-4,207,-4,936,95,57,17,277,177,275,177,51_171_105
96,127,36,7883,269,-77,346,177,-9,195,-9,1059,104,70,12,295,216,288,216,51_15_174
95,118,35,7801,261,-73,334,104,-9,193,-9,1254,123,87,10,343,270,317,270,51_9_93
97,129,36,7993,272,-79,351,178,-10,197,-10,991,100,63,15,289,193,285,193,51_165_185
84,119,34,7947,254,-88,342,165,-22,183,-22,1121,108,74,12,315,228,308,228,51_165_191
97,128,36,7910,273,-76,349,178,-8,197,-8,1008,101,65,14,288,199,283,199,51_165_198
100,130,37,7917,275,-74,349,181,-6,199,-6,1003,101,65,14,286,199,282,199,51_15_186
97,127,36,7872,270,-76,346,177,-9,195,-9,1074,105,72,11,297,222,290,222,51_15_203
92,125,36,7879,265,-80,345,172,-13,190,-13,1112,108,76,10,306,235,297,235,51_91_77
120,135,38,7879,296,-53,349,201,15,219,15,1039,103,71,11,289,220,281,220,51_5_74
77,116,34,7868,241,-95,336,157,-29,174,-29,1300,126,93,8,357,290,347,290,51_91_85
91,127,36,7923,263,-84,347,171,-16,189,-16,1158,116,81,10,324,252,316,252,51_91_87
93,128,36,7927,265,-83,348,173,-14,191,-14,1158,117,81,10,323,252,315,252,51_91_90
98,130,37,7938,271,-78,349,178,-9,196,-9,1129,114,79,10,316,244,308,244,51_17_114
101,133,37,7931,277,-74,351,182,-5,200,-5,1102,112,77,11,309,238,301,238,51_17_126
111,133,38,7853,287,-61,348,192,7,210,7,1056,105,74,11,294,224,287,224,51_5_81
120,136,38,7899,297,-54,351,201,15,219,15,1009,101,69,12,284,212,279,212,51_23_110
103,130,37,7844,276,-68,344,184,-1,202,-1,1070,106,76,11,298,228,292,228,51_5_94
106,132,38,7604,276,-65,341,184,4,201,4,993,102,66,13,290,207,275,207,51_155_69
106,133,39,7611,276,-65,341,184,4,201,4,1011,103,67,13,294,211,278,211,51_197_80
124,144,43,6984,285,-48,333,45,131,211,30,1593,169,104,12,456,348,385,429,37_113_22
125,136,40,7246,289,-45,334,123,44,216,29,1319,130,96,9,359,294,350,298,37_111_39
92,119,38,6912,242,-66,308,90,100,178,0,1834,183,131,8,490,424,467,453,37_99_50
93,116,38,6891,241,-64,305,14,144,179,1,2034,206,143,8,554,461,500,524,37_113_44
133,136,40,7400,301,-37,338,130,49,226,35,1303,127,95,9,353,288,347,295,37_23_48
105,124,39,6918,257,-55,312,102,111,192,13,1822,181,139,7,483,432,466,441,37_175_48
119,133,39,7305,283,-50,333,192,74,210,21,1157,118,71,14,325,239,324,270,37_115_15
98,120,39,6871,248,-59,307,96,105,184,7,1910,189,143,7,506,451,485,468,37_99_32
132,136,40,7452,301,-38,339,208,48,226,33,1283,123,93,10,350,280,346,287,37_27_7
105,127,39,7113,260,-61,321,23,157,193,9,1776,185,114,11,501,384,433,473,37_39_3
107,125,40,6878,260,-52,312,105,114,193,16,1891,188,143,7,502,447,478,464,37_175_19
103,126,40,6917,255,-59,314,24,155,189,11,1900,196,129,10,529,424,461,501,37_43_8
120,134,40,7090,279,-48,327,117,40,208,25,1368,136,98,9,372,306,360,307,37_111_30
108,126,39,7096,265,-57,322,180,29,197,13,1440,139,102,9,389,318,385,318,37_23_58
73,102,34,6946,214,-81,295,144,-19,160,-19,1641,153,111,10,456,352,452,352,37_121_12
88,114,37,6948,235,-71,306,159,-5,175,-5,1601,153,114,9,435,357,432,357,37_21_56
112,130,41,6822,266,-49,315,35,163,197,21,1934,199,136,9,534,438,466,509,37_113_29
77,108,35,7006,222,-80,302,74,84,164,-17,1877,184,134,7,502,435,484,456,37_173_24
104,128,40,6903,257,-59,316,25,156,190,12,1857,191,126,10,516,414,453,489,37_113_5
120,134,40,7316,284,-49,333,211,75,211,23,1142,117,71,14,321,236,321,265,37_115_10
95,118,38,6936,243,-65,308,165,2,181,2,1578,152,112,9,425,351,423,351,37_111_23
108,127,39,7059,264,-57,321,105,14,196,14,1452,141,104,9,391,322,386,322,37_111_43
94,121,39,6913,244,-65,309,15,146,180,2,1882,190,131,8,508,429,470,478,37_173_42
133,136,39,7482,303,-38,341,209,48,227,33,1268,121,91,10,348,276,344,282,37_27_51
122,134,41,7071,281,-45,326,211,42,211,28,1465,146,110,9,391,341,391,344,37_89_14
111,135,41,7003,269,-57,326,31,164,198,17,1726,180,112,11,489,377,419,463,37_113_68
97,125,39,7037,251,-66,317,17,150,185,3,1729,176,114,10,472,384,434,444,37_173_15
95,120,38,6906,246,-64,310,93,102,182,3,1768,176,130,8,472,413,456,427,37_87_28
94,119,38,6955,244,-66,310,165,1,181,1,1556,151,111,9,420,348,417,348,37_21_4
118,131,41,6874,273,-44,317,40,169,204,27,1954,199,143,8,528,452,477,504,37_113_1
118,133,40,7027,277,-48,325,207,75,207,25,1402,141,105,10,376,321,376,327,37_89_27
96,122,38,7009,249,-67,316,166,19,183,2,1406,135,100,10,390,310,387,312,37_121_16
