bio01,bio02,bio03,bio04,bio05,bio06,bio07,bio08,bio09,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19,plot_ID
99,130,37,7918,272,-76,348,179,-8,197,-8,1124,113,79,10,313,244,306,244,51_17_126
111,133,38,7853,287,-61,348,192,7,210,7,1056,105,74,11,294,224,287,224,51_5_81
124,138,39,7925,303,-50,353,206,19,224,19,992,100,67,12,280,208,276,208,51_23_110
95,126,36,7956,270,-79,349,177,-11,195,-11,1018,102,65,14,292,200,288,200,51_165_70
106,133,37,7906,284,-68,352,187,1,206,1,992,100,65,13,281,199,277,199,51_15_22
112,126,35,8054,288,-63,351,206,5,213,5,1059,105,69,14,304,213,297,213,51_165_118
107,123,35,8003,280,-66,346,200,0,207,0,1113,108,74,13,312,227,303,227,51_3_7
93,116,34,7909,260,-77,337,103,-13,192,-13,1203,116,81,12,332,250,317,250,51_15_51
107,130,38,7685,278,-62,340,185,4,204,4,1003,100,68,12,284,207,275,207,51_121_81
133,133,38,7877,306,-40,346,213,28,232,28,1024,102,69,11,285,221,276,221,51_19_130
94,125,35,7962,268,-80,348,176,-12,194,-12,1029,102,66,14,294,203,290,203,51_165_116
105,132,37,7960,283,-71,354,186,-1,205,-1,963,98,61,15,278,188,276,188,51_165_24
105,122,35,7995,277,-68,345,198,-1,206,-1,1116,108,74,13,313,227,305,227,51_3_28
98,123,37,7290,257,-67,324,172,17,189,0,1234,122,88,10,351,270,335,272,51_173_29
100,132,37,7904,275,-76,351,180,-6,198,-6,1032,105,68,12,293,212,286,212,51_91_15
113,136,39,7712,286,-61,347,191,27,209,9,955,100,65,13,280,201,268,203,51_21_46
108,135,39,7535,277,-63,340,184,7,202,7,1064,108,71,12,306,224,289,224,51_77_28
86,123,36,7890,253,-88,341,166,-21,183,-21,1260,125,91,9,348,282,338,282,51_17_67
99,133,37,7979,274,-78,352,180,-8,198,-8,1130,116,80,11,318,247,311,247,51_17_68
112,137,38,7959,291,-63,354,194,6,212,6,1007,103,70,12,286,213,282,213,51_5_30
110,135,38,7898,286,-65,351,191,4,208,4,1007,103,71,12,286,214,281,214,51_5_54
114,134,38,7849,289,-59,348,194,9,212,9,977,99,68,12,278,206,272,206,51_45_9
105,131,38,7731,277,-66,343,184,2,202,2,987,101,67,13,284,205,275,205,51_45_30
105,130,38,7654,275,-64,339,183,3,201,3,1020,101,69,12,288,210,279,210,51_121_17
103,130,38,7545,270,-66,336,180,20,198,2,1062,109,77,12,309,231,295,234,51_197_34
91,124,36,7869,262,-81,343,171,-14,189,-14,1113,108,76,10,305,234,297,234,51_15_76
102,129,37,7866,275,-72,347,182,-3,200,-3,1089,107,74,11,300,228,290,228,51_15_86
101,130,36,8106,279,-77,356,184,-8,202,-8,958,97,59,16,282,183,278,183,51_171_104
125,130,37,7828,297,-47,344,205,21,223,21,1059,104,72,10,291,228,282,228,51_163_125
99,127,37,7764,269,-72,341,178,-5,195,-5,1090,108,77,11,304,232,297,232,51_5_17
119,131,37,7867,295,-52,347,200,15,219,15,1006,99,70,11,281,213,276,213,51_45_33
119,133,38,7826,295,-52,347,199,15,218,15,974,97,68,11,275,206,269,206,51_45_23
122,138,39,7923,300,-53,353,203,16,221,16,1016,102,69,12,285,213,278,213,51_17_12
119,127,37,7822,291,-50,341,200,16,218,16,1090,106,75,10,298,234,290,234,51_23_55
127,134,38,7884,301,-46,347,207,22,226,22,1020,102,69,11,285,216,280,216,51_23_50
109,125,36,7829,280,-61,341,189,5,208,5,1144,109,79,10,306,246,295,246,51_163_94
121,130,37,7856,293,-51,344,201,17,220,17,1068,104,73,10,292,230,282,230,51_163_26
110,124,36,7807,279,-60,339,190,6,208,6,1150,109,80,10,307,248,297,248,51_163_4
93,120,36,7582,255,-74,329,170,-9,187,-9,1077,110,75,12,311,231,295,231,51_71_22
98,126,37,7655,266,-72,338,176,-5,194,-5,1037,105,71,12,296,217,286,217,51_71_45
101,126,37,7642,268,-69,337,180,-1,197,-1,1012,105,70,12,295,216,280,216,51_71_9
112,128,37,7859,285,-60,345,193,8,211,8,1113,107,76,11,300,238,289,238,51_163_38
113,128,37,7837,285,-58,343,193,9,212,9,1116,107,77,10,301,240,290,240,51_163_60
108,125,35,8162,283,-72,355,191,-2,209,-2,1073,105,69,14,304,214,300,214,51_113_16
82,107,32,7999,244,-87,331,94,-25,182,-25,1248,122,81,13,355,251,330,251,51_113_18
109,134,39,7645,280,-63,343,187,6,204,6,983,101,65,13,287,205,273,205,51_155_26
79,115,34,7871,245,-92,337,159,-27,177,-27,1205,114,83,10,330,255,321,255,51_15_125
94,126,36,7902,267,-79,346,175,-11,193,-11,1059,104,70,12,296,216,289,216,51_15_11
97,126,35,8187,274,-82,356,180,-13,199,-13,992,100,62,15,291,190,285,190,51_171_13
105,133,37,8088,286,-72,358,188,-3,207,-3,931,96,57,17,276,176,274,176,51_165_76
105,133,37,8072,285,-73,358,187,-3,206,-3,933,96,58,17,276,177,274,177,51_165_38
99,115,35,7468,255,-67,322,174,107,191,-2,1295,132,87,11,370,286,358,299,51_169_54
127,129,37,7871,299,-45,344,208,22,226,22,1066,105,73,10,293,231,284,231,51_19_48
98,115,33,8263,268,-79,347,182,-13,201,-13,1108,110,71,14,315,218,307,218,51_157_30
113,129,36,8122,292,-64,356,207,5,215,5,1006,101,65,15,293,199,288,199,51_165_96
84,118,34,7911,251,-89,340,164,-23,182,-23,1139,109,77,11,317,235,309,235,51_165_29
105,134,37,8127,287,-74,361,188,-3,207,-3,926,96,56,17,276,175,274,175,51_165_88
104,121,34,8029,276,-70,346,197,-3,205,-3,1113,108,73,13,313,225,306,225,51_165_62
102,118,33,8307,275,-77,352,186,-10,205,-10,1069,107,68,14,307,209,300,209,51_187_2
103,130,38,7550,270,-66,336,180,19,197,2,1043,107,75,12,303,227,289,231,51_197_4
104,132,39,7469,271,-65,336,180,4,197,4,1089,110,74,12,312,231,295,231,51_197_1
123,138,39,7923,301,-52,353,204,18,223,18,1007,102,68,12,284,211,278,211,51_5_51
92,124,36,7797,261,-78,339,172,-13,189,-13,1179,115,85,9,324,256,315,256,51_5_22
118,125,37,7636,281,-52,333,195,72,212,15,1161,121,77,12,334,253,322,269,51_169_44
103,118,36,7513,260,-63,323,179,111,196,1,1286,131,84,11,365,280,353,303,51_169_40
105,123,36,7850,275,-66,341,113,0,203,0,1182,115,81,11,322,252,304,252,51_125_48
93,116,34,7831,259,-75,334,102,-11,191,-11,1272,125,88,10,350,274,321,274,51_125_22
100,130,36,8161,279,-80,359,183,-10,202,-10,962,98,59,16,284,183,279,183,51_171_6
95,126,36,7909,269,-79,348,176,-11,194,-11,1029,102,67,13,292,205,288,205,51_165_93
102,131,38,7563,270,-68,338,179,19,197,1,1057,107,73,12,305,226,289,226,51_197_22
112,135,39,7641,282,-60,342,189,67,207,10,1068,112,76,13,313,233,301,237,51_185_39
89,126,36,7888,259,-86,345,169,-17,187,-17,1182,118,83,9,329,259,320,259,51_91_18
77,116,34,7868,241,-95,336,157,-29,174,-29,1300,126,93,8,357,290,347,290,51_91_29
94,114,33,8009,261,-78,339,106,-13,194,-13,1172,112,76,13,325,236,318,236,51_79_3
85,118,35,7825,252,-84,336,165,-19,183,-19,1205,113,83,10,324,257,314,257,51_15_208
103,126,38,7355,264,-64,328,177,21,194,4,1209,119,86,11,345,265,331,267,51_173_8
96,126,36,7879,269,-77,346,177,-9,195,-9,1079,105,72,12,299,222,291,222,51_15_23
107,132,37,7893,284,-67,351,188,2,207,2,1027,102,69,12,287,211,280,211,51_15_29
83,109,35,7187,232,-76,308,155,-14,172,-14,1403,136,97,10,395,302,381,302,51_77_42
112,131,39,7439,277,-56,333,188,29,205,13,1199,120,86,11,344,262,332,265,51_191_72
103,129,37,7692,273,-68,341,181,0,199,0,984,102,67,13,285,206,275,206,51_71_3
113,128,36,7916,287,-60,347,205,8,213,8,1110,108,76,12,304,233,295,233,51_15_44
94,116,35,7701,257,-72,329,102,-9,190,-9,1257,119,88,9,336,271,322,271,51_163_1
116,138,37,8255,300,-69,369,200,5,219,5,961,95,62,15,279,189,277,189,51_139_20
98,116,33,8238,269,-79,348,181,-13,201,-13,1097,109,70,14,313,215,305,215,51_187_39
99,118,33,8193,270,-78,348,182,-12,201,-12,1100,109,70,14,313,217,306,217,51_157_7
92,112,32,8120,258,-82,340,174,-17,193,-17,1165,113,75,14,325,232,317,232,51_157_12
80,105,31,8028,241,-89,330,92,-28,180,-28,1260,123,82,13,357,254,334,254,51_113_13
85,108,32,7966,247,-85,332,97,-22,184,-22,1239,121,81,13,351,251,329,251,51_113_10
106,130,39,7423,270,-63,333,181,23,198,6,1151,115,83,11,331,251,316,256,51_173_31
119,131,39,7443,283,-50,333,194,75,212,20,1199,122,84,11,342,261,333,274,47_19_38
138,137,40,7508,307,-33,340,53,192,232,38,1487,160,91,14,434,311,355,408,47_139_72
133,134,39,7477,300,-36,336,49,188,227,34,1534,165,95,14,448,322,363,420,47_139_73
119,132,39,7415,284,-50,334,194,74,212,20,1205,122,85,11,344,263,335,274,47_19_52
88,115,37,7008,238,-71,309,159,12,176,-5,1458,140,102,10,407,318,404,320,47_19_54
132,135,40,7407,295,-40,335,47,186,224,33,1478,156,87,14,423,303,373,399,47_123_1
111,129,39,7264,269,-57,326,28,164,201,13,1663,174,103,12,471,352,409,445,47_123_68
125,136,40,7335,288,-47,335,41,179,216,27,1552,165,93,14,448,323,384,421,47_123_69
133,137,40,7471,301,-37,338,49,188,226,34,1517,163,92,14,442,317,365,415,47_139_93
139,138,40,7557,309,-33,342,54,195,234,39,1460,158,89,14,426,304,348,401,47_139_94
106,126,38,7233,263,-61,324,23,160,196,9,1717,179,108,12,484,366,420,457,47_123_95
112,131,40,7226,271,-56,327,30,166,202,15,1680,176,105,12,479,358,410,452,47_123_96
134,137,40,7485,301,-38,339,49,189,228,34,1482,159,88,14,430,305,364,405,47_123_101
137,137,40,7507,304,-36,340,52,193,230,36,1463,157,87,15,424,301,359,400,47_123_79
125,137,40,7305,287,-48,335,42,132,216,27,1438,149,84,13,403,295,370,380,47_9_14
116,133,40,7274,276,-54,330,33,170,206,18,1559,163,94,13,440,326,391,415,47_9_3
98,124,38,7080,252,-66,318,96,105,186,3,1463,146,99,10,398,326,390,349,47_29_31
127,135,39,7451,293,-45,338,203,133,220,28,1197,123,69,15,340,244,332,288,47_29_4
95,119,37,7172,250,-67,317,168,16,184,-1,1352,134,95,11,383,295,376,296,47_91_35
130,137,40,7453,297,-41,338,46,184,223,31,1527,164,92,14,443,319,372,416,47_139_78
132,137,40,7456,301,-38,339,48,187,225,33,1518,163,92,14,442,318,366,415,47_139_79
133,134,39,7509,300,-37,337,49,188,227,33,1530,165,94,14,446,320,363,418,47_139_82
135,136,40,7525,303,-36,339,50,190,229,35,1507,162,92,14,439,315,358,413,47_139_88
141,137,40,7582,311,-31,342,56,197,236,40,1455,158,89,14,425,303,344,400,47_139_89
133,136,40,7492,302,-37,339,49,189,227,34,1513,163,92,14,441,317,362,414,47_139_99
138,134,39,7588,306,-34,340,52,193,233,37,1481,160,92,14,430,310,347,406,47_139_100
114,129,38,7405,277,-55,332,189,70,206,15,1215,124,87,11,348,266,339,274,47_163_47
121,134,40,7391,284,-50,334,194,76,213,22,1198,125,80,13,345,256,336,274,47_171_37
113,131,39,7282,274,-56,330,186,70,204,16,1213,124,80,12,344,259,338,279,47_171_38
111,131,40,7195,270,-57,327,182,68,200,14,1259,126,88,12,355,274,348,286,47_171_39
130,136,40,7555,297,-43,340,206,138,224,29,1131,123,70,14,331,236,322,264,47_179_30
103,127,39,7105,259,-62,321,174,62,192,8,1334,131,96,11,372,295,367,300,47_171_31
115,133,40,7235,276,-54,330,188,72,205,18,1207,123,81,13,343,257,337,275,47_171_34
112,131,39,7248,272,-56,328,184,69,202,15,1236,126,84,12,351,267,344,283,47_171_36
137,137,40,7552,305,-36,341,52,193,231,36,1475,159,89,14,429,306,354,405,47_123_106
142,134,39,7572,308,-30,338,56,198,236,41,1398,150,82,15,402,282,350,380,47_123_80
124,134,40,7349,286,-47,333,40,178,215,25,1544,163,92,14,442,320,385,417,47_123_81
121,134,40,7340,283,-49,332,38,175,212,23,1579,167,95,13,453,330,390,427,47_123_82
133,138,40,7472,300,-39,339,48,188,226,33,1498,161,90,14,435,311,365,409,47_123_93
125,136,40,7334,288,-47,335,41,179,216,26,1555,165,94,14,449,325,384,422,47_123_135
133,138,40,7453,301,-38,339,49,188,226,34,1506,162,90,14,439,314,366,411,47_139_68
137,137,40,7575,306,-35,341,52,193,232,37,1476,159,90,14,429,308,354,404,47_139_70
140,138,40,7579,309,-33,342,55,196,235,39,1455,158,89,14,424,303,344,400,47_139_71
94,122,38,7079,247,-69,316,13,146,182,-1,1725,175,114,10,468,382,435,440,47_155_22
117,133,39,7342,280,-53,333,190,73,208,19,1177,123,76,13,337,248,331,271,47_179_18
110,129,39,7258,270,-58,328,183,66,200,13,1234,124,80,12,345,263,342,288,47_59_25
127,134,39,7502,294,-44,338,203,81,221,27,1140,121,67,15,327,233,321,267,47_29_32
103,124,38,7275,262,-62,324,176,22,193,5,1286,126,91,10,364,281,353,281,47_91_32
120,132,39,7504,286,-50,336,196,75,214,20,1174,120,83,11,337,256,327,267,47_163_56
125,134,39,7461,292,-45,337,201,79,219,26,1147,120,68,15,327,235,322,269,47_29_52
131,134,39,7526,297,-41,338,207,137,225,31,1159,123,67,15,334,235,326,275,47_29_54
96,123,38,7063,250,-66,316,93,102,184,2,1512,151,104,9,410,340,401,361,47_29_61
113,131,39,7286,275,-55,330,187,69,204,16,1203,122,76,13,337,253,335,281,47_59_54
100,122,37,7268,259,-64,323,174,20,191,3,1292,129,92,11,368,283,358,285,47_91_41
130,134,40,7445,296,-39,335,46,185,223,31,1559,167,96,14,454,327,372,426,47_139_95
115,131,39,7370,278,-54,332,189,122,207,17,1215,123,74,13,339,255,335,290,47_29_41
118,134,40,7350,282,-52,334,193,124,210,20,1240,126,73,13,345,256,338,302,47_29_50
91,116,37,7118,243,-70,313,163,12,179,-5,1384,137,98,11,392,303,386,305,47_163_73
97,122,38,7107,252,-66,318,169,19,186,2,1371,135,97,11,385,299,382,302,47_19_44
111,129,39,7259,271,-57,328,184,68,201,13,1260,127,89,11,357,275,350,285,47_19_48
131,135,39,7541,298,-41,339,46,186,225,30,1518,163,92,14,439,315,364,415,47_123_92
111,129,38,7407,274,-57,331,186,29,204,12,1221,122,88,11,349,268,339,271,47_91_47
92,116,36,7198,245,-70,315,164,13,181,-5,1374,135,96,11,389,299,381,299,47_91_48
128,132,37,8017,300,-52,352,209,186,227,20,1255,127,77,12,353,269,330,302,21_235_10
122,135,37,8047,296,-61,357,204,180,222,14,1254,130,80,12,359,275,342,297,21_189_10
118,137,37,8304,299,-66,365,202,128,222,6,1158,131,74,16,348,247,333,258,21_205_5
121,129,35,8302,298,-61,359,206,130,225,10,1231,131,74,15,357,265,341,282,21_197_6
131,133,39,7529,297,-40,337,46,186,225,31,1537,165,95,14,445,321,363,420,47_139_2
140,135,39,7567,308,-32,340,55,195,235,39,1473,159,92,14,429,309,346,404,47_139_107
136,138,40,7541,305,-37,342,51,191,230,36,1484,160,90,14,432,309,357,406,47_139_102
134,137,40,7459,302,-36,338,50,189,228,35,1509,162,92,14,441,316,362,414,47_139_103
101,115,36,7266,254,-61,315,18,154,191,3,1833,192,119,11,517,393,438,486,47_139_104
141,134,39,7577,308,-31,339,55,196,236,40,1473,159,92,14,429,309,345,404,47_139_108
125,130,37,7889,295,-53,348,204,183,223,18,1338,129,84,11,368,291,345,330,21_147_27
120,133,36,8303,300,-63,363,204,129,223,8,1200,133,73,16,357,254,340,271,21_11_22
128,130,37,8011,300,-51,351,209,186,227,20,1272,126,78,12,355,274,331,309,21_125_41
119,135,37,8297,299,-65,364,203,129,222,7,1183,133,74,16,354,251,338,266,21_205_15
124,136,38,7987,298,-56,354,205,183,224,17,1259,130,80,12,359,272,341,303,21_131_4
123,135,38,8020,297,-57,354,204,182,223,16,1270,131,81,12,362,274,344,306,21_131_3
127,132,37,7886,298,-51,349,206,185,225,20,1323,128,84,11,364,289,342,325,21_147_39
127,138,38,8009,302,-54,356,208,186,227,20,1245,129,79,12,354,269,337,300,21_131_5
117,132,36,8331,296,-66,362,201,127,220,4,1169,129,73,16,350,248,334,259,21_205_24
128,132,37,7934,300,-49,349,208,186,227,21,1284,126,79,12,357,277,334,314,21_147_4
128,133,38,7924,300,-50,350,208,187,227,21,1296,126,81,11,359,282,336,318,21_147_40
125,130,37,7934,296,-53,349,205,184,224,18,1318,128,83,11,365,287,341,322,21_147_34
120,132,37,7976,291,-59,350,200,178,219,13,1300,133,83,12,369,280,350,315,21_51_15
116,131,36,8362,295,-67,362,200,126,220,3,1157,128,73,16,347,247,332,254,21_205_30
126,129,36,8027,297,-53,350,208,184,226,18,1269,127,78,12,356,274,332,306,21_125_43
129,131,37,7986,302,-49,351,210,188,228,22,1280,125,79,12,356,278,332,312,21_147_2
122,135,38,8006,296,-58,354,203,181,222,15,1268,131,81,12,362,276,344,303,21_131_60
122,129,39,7238,282,-43,325,40,176,213,26,1666,179,106,13,487,354,395,454,13_123_40
133,135,41,6926,290,-33,323,55,140,220,41,1751,184,120,11,496,388,419,471,13_241_7
124,133,41,6924,280,-41,321,45,174,210,31,1888,194,137,9,516,433,458,492,13_241_18
139,136,41,7027,298,-28,326,59,145,227,45,1679,176,118,10,470,373,413,443,13_241_6
117,130,40,6943,272,-48,320,38,169,203,24,1807,191,121,11,517,398,429,487,13_311_12
117,127,39,7014,272,-47,319,37,169,205,23,1776,189,117,12,513,388,422,480,13_187_17
133,131,40,7188,293,-33,326,52,185,223,38,1623,178,104,14,483,345,380,449,13_187_54
141,131,38,7563,306,-30,336,56,197,236,41,1464,166,90,16,438,298,328,405,13_129_66
119,124,38,7368,279,-47,326,36,173,212,21,1674,179,106,13,485,353,394,454,13_111_3
125,131,39,7244,286,-42,328,43,179,216,29,1636,176,103,13,480,347,389,447,13_111_11
117,125,38,7207,275,-47,322,35,171,208,22,1716,184,110,13,498,366,406,465,13_123_73
119,127,38,7361,280,-48,328,35,173,211,21,1662,177,105,13,480,351,394,450,13_111_17
139,130,39,7497,303,-30,333,55,195,233,40,1512,163,96,14,445,313,350,417,13_213_29
144,134,39,7649,311,-29,340,59,200,240,42,1452,165,89,16,435,297,322,405,13_295_120
145,134,39,7611,312,-27,339,60,201,240,44,1439,165,87,17,433,291,319,402,13_55_60
117,127,39,7035,272,-47,319,37,169,205,24,1763,188,116,12,510,383,418,477,13_187_43
133,133,40,7093,293,-32,325,53,185,223,39,1629,179,104,14,483,349,382,449,13_187_44
136,132,40,7143,296,-29,325,55,188,226,41,1618,178,103,15,483,344,377,450,13_187_50
121,126,38,7333,280,-45,325,37,175,212,23,1668,178,106,13,484,352,393,453,13_123_90
124,134,41,6885,280,-41,321,46,176,210,32,1860,192,133,9,514,423,448,490,13_241_95
120,127,38,7335,281,-46,327,37,174,212,23,1669,178,106,13,484,353,395,453,13_111_89
140,130,38,7650,306,-31,337,55,197,236,39,1469,165,91,16,437,303,327,408,13_295_116
120,129,40,7020,276,-45,321,41,172,208,27,1727,185,113,12,501,376,410,468,13_187_47
119,126,38,7336,280,-46,326,36,173,211,22,1669,178,105,13,483,353,396,452,13_111_92
122,137,41,7060,280,-47,327,42,175,210,28,1662,178,106,13,483,360,399,451,13_291_103
145,134,39,7647,312,-28,340,59,201,241,43,1438,164,87,17,432,292,319,402,13_55_57
122,129,39,7134,280,-43,323,42,175,212,27,1697,183,110,13,496,365,402,462,13_291_125
130,134,41,6917,286,-35,321,52,181,216,38,1773,187,121,11,505,393,420,479,13_241_110
134,133,41,6930,290,-31,321,55,141,221,42,1730,183,118,11,494,382,414,466,13_137_15
148,130,40,7062,306,-16,322,68,154,236,54,1520,165,104,13,447,328,367,413,13_257_21
120,131,40,7062,277,-46,323,40,172,208,26,1719,184,112,12,498,374,409,465,13_291_113
130,136,41,6947,288,-37,325,51,136,217,37,1792,186,127,10,498,405,433,474,13_241_12
129,134,41,6979,286,-37,323,51,181,217,36,1709,184,112,13,496,373,403,466,13_311_7
126,136,42,6894,284,-39,323,48,178,212,35,1817,189,128,10,507,410,435,483,13_241_99
143,133,39,7629,310,-29,339,57,199,239,42,1451,165,89,16,435,296,322,404,13_295_51
132,141,41,7266,298,-39,337,50,139,223,36,1526,164,93,14,449,320,374,417,13_291_94
125,131,40,7182,285,-41,326,44,178,215,30,1653,178,105,13,485,353,393,452,13_111_26
138,131,40,7176,298,-27,325,57,191,228,43,1599,177,102,15,480,338,370,447,13_187_8
116,127,39,6993,270,-48,318,36,167,203,22,1794,191,119,12,517,392,426,484,13_291_1
126,139,41,7131,287,-45,332,45,133,215,31,1595,171,100,13,465,341,387,433,13_291_8
121,128,39,7305,282,-45,327,38,175,212,24,1659,178,105,13,483,351,393,451,13_111_31
130,127,38,7439,293,-38,331,47,185,224,32,1590,171,101,14,465,332,371,435,13_213_21
127,133,40,7203,287,-41,328,45,180,217,31,1628,176,103,14,479,347,387,445,13_111_1
121,136,41,7125,281,-48,329,40,174,210,26,1652,176,105,13,480,356,398,449,13_291_6
125,129,39,7183,284,-40,324,44,178,215,29,1660,179,106,13,487,354,392,454,13_111_46
115,121,37,7357,272,-50,322,31,169,207,17,1717,183,110,13,495,363,404,464,13_213_35
134,131,40,7153,294,-31,325,54,186,224,39,1615,178,103,15,482,342,377,448,13_187_22
164,130,40,7197,324,0,324,84,170,255,69,1224,133,79,16,371,247,303,337,13_221_2
127,133,40,7196,288,-41,329,45,180,217,31,1627,176,103,14,479,347,387,445,13_111_67
152,131,40,7119,312,-12,324,72,158,242,58,1445,158,100,13,429,311,346,394,13_257_18
111,120,37,7317,267,-54,321,27,165,202,13,1742,185,111,12,499,369,412,468,13_111_6
132,137,40,7381,299,-36,335,49,186,225,34,1548,166,94,14,454,325,372,424,13_111_116
129,136,40,7243,292,-40,332,47,182,220,33,1585,171,99,14,467,337,381,434,13_111_71
119,126,39,7071,274,-45,319,38,171,207,24,1746,187,114,12,507,378,413,473,13_187_6
116,131,41,6835,271,-46,317,39,167,202,25,1911,197,134,10,532,431,457,508,13_241_5
107,124,39,6914,258,-54,312,28,158,193,14,1926,200,132,10,540,429,462,511,13_241_41
131,129,39,7182,290,-34,324,50,184,222,36,1636,179,105,14,486,347,382,452,13_187_56
124,131,40,7206,284,-43,327,42,177,214,28,1649,177,105,13,482,352,393,449,13_111_81
147,134,39,7564,313,-25,338,62,202,242,46,1412,163,86,17,426,285,315,391,13_129_25
118,129,40,7098,274,-48,322,37,171,207,24,1726,184,112,12,500,374,411,467,13_291_40
106,122,39,6911,256,-54,310,27,157,192,13,1940,201,133,10,544,432,466,514,13_281_2
117,131,40,7009,272,-49,321,37,169,204,23,1763,187,116,12,507,386,420,476,13_291_9
143,131,38,7598,309,-29,338,58,199,239,42,1448,163,90,16,431,297,325,400,13_129_30
124,134,41,6938,280,-42,322,45,175,210,31,1782,189,119,12,512,392,420,484,13_137_46
119,135,41,6897,275,-47,322,41,171,205,27,1818,191,123,11,518,402,429,493,13_241_123
147,135,39,7569,314,-24,338,63,203,242,47,1422,165,84,17,431,285,317,398,13_55_62
125,135,41,6937,281,-42,323,46,177,211,32,1770,188,118,12,508,389,417,481,13_241_131
145,131,38,7728,313,-27,340,59,202,242,43,1425,160,89,16,424,295,316,398,13_313_41
141,134,41,7008,300,-25,325,62,147,229,48,1641,174,112,11,468,359,400,439,13_241_107
139,136,41,7053,300,-28,328,60,146,228,46,1665,175,115,11,468,368,409,440,13_241_104
119,123,37,7371,278,-48,326,35,173,211,20,1680,180,107,13,486,354,393,455,13_213_84
115,127,39,7110,271,-50,321,34,167,204,20,1759,187,115,12,507,382,419,474,13_291_122
114,123,38,7084,269,-48,317,34,167,203,20,1774,189,116,12,513,383,421,479,13_291_126
134,132,39,7492,300,-35,335,50,189,228,34,1540,166,96,14,450,322,361,422,13_213_75
119,123,37,7364,278,-46,324,36,173,211,21,1670,179,106,13,483,351,391,453,13_213_82
166,131,40,7236,327,0,327,85,171,257,70,1211,132,78,16,368,243,300,334,13_221_93
114,129,40,6858,267,-48,315,36,165,199,22,1920,199,134,10,537,431,458,511,13_241_120
129,135,41,6911,286,-37,323,50,180,215,37,1775,187,120,11,507,392,419,482,13_241_129
128,135,41,6990,285,-39,324,49,135,215,35,1694,182,111,12,492,370,401,461,13_311_40
141,130,38,7624,305,-31,336,55,197,236,39,1473,164,92,15,436,304,331,407,13_313_39
135,133,39,7486,301,-35,336,51,190,229,35,1526,164,95,14,445,320,359,418,13_213_74
110,125,39,6960,263,-53,316,31,161,197,17,1870,196,126,11,531,413,447,500,13_281_43
141,131,38,7552,306,-30,336,56,197,236,41,1484,161,94,14,436,308,343,407,13_213_89
133,130,39,7445,297,-36,333,49,188,227,35,1567,168,99,14,460,327,367,431,13_123_30
142,130,40,7026,299,-22,321,63,148,230,49,1615,173,111,12,467,353,391,435,13_257_25
146,129,40,7073,303,-18,321,66,153,234,52,1539,167,105,13,452,333,370,418,13_257_29
150,130,40,7087,309,-14,323,71,156,239,56,1470,160,101,13,435,317,352,401,13_257_30
147,131,40,7068,306,-17,323,68,153,236,54,1546,167,106,12,451,334,377,418,13_257_13
120,130,40,6981,276,-45,321,41,171,207,27,1765,188,117,12,509,387,418,478,13_311_43
127,137,42,6940,285,-40,325,49,179,214,35,1744,185,116,12,502,383,410,477,13_241_126
119,127,39,7219,277,-47,324,37,173,209,23,1697,182,108,13,494,361,402,461,13_123_35
124,135,41,6957,281,-43,324,45,176,211,31,1729,184,114,12,499,379,409,470,13_281_16
123,127,39,7185,280,-42,322,42,176,213,27,1688,182,109,13,494,361,398,460,13_123_15
128,131,40,7227,289,-38,327,47,182,219,32,1626,176,103,14,480,344,384,447,13_111_84
136,136,41,6999,294,-31,325,57,143,223,42,1671,180,109,13,486,363,394,458,13_311_35
116,132,40,6997,272,-51,323,36,168,203,22,1766,187,116,12,507,386,421,477,13_291_38
139,132,39,7565,306,-31,337,54,195,234,39,1497,161,95,14,437,314,348,411,13_213_11
122,129,40,6979,277,-42,319,43,174,209,29,1759,188,117,12,508,386,416,476,13_311_44
120,131,40,7106,279,-47,326,39,173,209,26,1695,182,109,13,493,367,404,459,13_291_13
120,129,40,7087,277,-45,322,39,172,208,25,1720,184,112,12,500,373,408,467,13_291_23
128,136,42,6905,285,-38,323,50,179,214,36,1808,189,125,11,510,404,430,486,13_241_3
113,131,41,6851,267,-50,317,35,164,198,21,1890,196,130,10,530,422,451,505,13_241_16
123,135,41,6879,279,-43,322,45,174,209,31,1816,191,123,11,518,402,428,493,13_241_8
145,132,40,7055,304,-20,324,66,152,234,52,1577,169,107,12,457,342,383,426,13_137_38
116,124,38,7308,275,-49,324,33,170,208,19,1699,181,108,13,491,360,402,460,13_111_28
124,129,39,7177,282,-42,324,42,176,214,28,1678,181,108,13,491,360,398,457,13_111_14
137,134,41,6959,294,-29,323,58,143,224,44,1679,180,112,12,485,367,399,456,13_137_1
127,127,38,7448,289,-40,329,43,182,220,28,1604,173,101,14,467,336,374,437,13_213_34
132,136,41,6927,289,-35,324,53,183,218,39,1757,185,119,11,500,389,417,475,13_241_32
141,129,40,7017,298,-22,320,62,148,229,48,1600,172,109,12,466,349,384,434,13_137_14
143,132,40,7030,301,-22,323,64,149,231,50,1603,172,109,12,463,348,389,432,13_137_16
144,131,40,7012,302,-20,322,65,150,232,51,1584,171,108,12,461,344,383,428,13_137_62
126,139,42,6880,283,-42,325,48,177,211,34,1775,186,121,11,504,395,417,482,13_241_135
143,130,40,7059,301,-21,322,64,150,232,49,1570,173,104,14,466,339,368,432,13_311_53
